value_set_oid,value_set_name,code,description,code_system,code_system_version,code_system_oid,tty
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.351,Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema,ICD10CM,2019,2.16.840.1.113883.6.90,HT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.3511,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.3512,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.3513,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.3519,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.3521,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.3522,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.3523,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.3529,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.3531,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.3532,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.3533,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.3539,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.3541,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.3542,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.3543,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.3549,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.3551,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, right eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.3552,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, left eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.3553,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, bilateral",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.3559,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, unspecified eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.359,Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema,ICD10CM,2019,2.16.840.1.113883.6.90,HT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.3591,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.3592,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.3593,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.3599,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.36,Type 2 diabetes mellitus with diabetic cataract,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.37X1,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, right eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.37X2,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, left eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.37X3,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.37X9,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.40,"Type 2 diabetes mellitus with diabetic neuropathy, unspecified",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.41,Type 2 diabetes mellitus with diabetic mononeuropathy,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.43,Type 2 diabetes mellitus with diabetic autonomic (poly)neuropathy,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.44,Type 2 diabetes mellitus with diabetic amyotrophy,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.49,Type 2 diabetes mellitus with other diabetic neurological complication,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.51,Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.52,Type 2 diabetes mellitus with diabetic peripheral angiopathy with gangrene,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.59,Type 2 diabetes mellitus with other circulatory complications,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.610,Type 2 diabetes mellitus with diabetic neuropathic arthropathy,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.618,Type 2 diabetes mellitus with other diabetic arthropathy,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.620,Type 2 diabetes mellitus with diabetic dermatitis,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.621,Type 2 diabetes mellitus with foot ulcer,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.622,Type 2 diabetes mellitus with other skin ulcer,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.628,Type 2 diabetes mellitus with other skin complications,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.630,Type 2 diabetes mellitus with periodontal disease,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.638,Type 2 diabetes mellitus with other oral complications,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.641,Type 2 diabetes mellitus with hypoglycemia with coma,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.649,Type 2 diabetes mellitus with hypoglycemia without coma,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.65,Type 2 diabetes mellitus with hyperglycemia,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.69,Type 2 diabetes mellitus with other specified complication,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.8,Type 2 diabetes mellitus with unspecified complications,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E11.9,Type 2 diabetes mellitus without complications,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.00,Other specified diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC),ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.01,Other specified diabetes mellitus with hyperosmolarity with coma,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.10,Other specified diabetes mellitus with ketoacidosis without coma,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.11,Other specified diabetes mellitus with ketoacidosis with coma,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.21,Other specified diabetes mellitus with diabetic nephropathy,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.22,Other specified diabetes mellitus with diabetic chronic kidney disease,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.29,Other specified diabetes mellitus with other diabetic kidney complication,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.311,Other specified diabetes mellitus with unspecified diabetic retinopathy with macular edema,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.319,Other specified diabetes mellitus with unspecified diabetic retinopathy without macular edema,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.321,Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,ICD10CM,2019,2.16.840.1.113883.6.90,HT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.3211,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.3212,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.3213,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.3219,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.329,Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema,ICD10CM,2019,2.16.840.1.113883.6.90,HT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.3291,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.3292,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.3293,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, bilateral",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.3299,"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.331,Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,ICD10CM,2019,2.16.840.1.113883.6.90,HT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.3311,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, right eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.3312,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, left eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.3313,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.3319,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.339,Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema,ICD10CM,2019,2.16.840.1.113883.6.90,HT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.3391,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.3392,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.3393,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.3399,"Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.341,Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,ICD10CM,2019,2.16.840.1.113883.6.90,HT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.3411,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.3412,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.3413,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, bilateral",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.3419,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.349,Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema,ICD10CM,2019,2.16.840.1.113883.6.90,HT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.3491,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.3492,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.3493,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.3499,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.351,Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema,ICD10CM,2019,2.16.840.1.113883.6.90,HT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.3511,"Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.3512,"Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.3513,"Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.3519,"Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.3521,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.3522,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.3523,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.3529,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.3531,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.3532,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.3533,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.3539,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.3541,"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.3542,"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.3543,"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.3549,"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.3551,"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, right eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.3552,"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, left eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.3553,"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, bilateral",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.3559,"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, unspecified eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.359,Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema,ICD10CM,2019,2.16.840.1.113883.6.90,HT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.3591,"Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.3592,"Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.3593,"Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.3599,"Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.36,Other specified diabetes mellitus with diabetic cataract,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.37X1,"Other specified diabetes mellitus with diabetic macular edema, resolved following treatment, right eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.37X2,"Other specified diabetes mellitus with diabetic macular edema, resolved following treatment, left eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.37X3,"Other specified diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.37X9,"Other specified diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.39,Other specified diabetes mellitus with other diabetic ophthalmic complication,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.40,"Other specified diabetes mellitus with diabetic neuropathy, unspecified",ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.41,Other specified diabetes mellitus with diabetic mononeuropathy,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.42,Other specified diabetes mellitus with diabetic polyneuropathy,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.43,Other specified diabetes mellitus with diabetic autonomic (poly)neuropathy,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.44,Other specified diabetes mellitus with diabetic amyotrophy,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.49,Other specified diabetes mellitus with other diabetic neurological complication,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.51,Other specified diabetes mellitus with diabetic peripheral angiopathy without gangrene,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.52,Other specified diabetes mellitus with diabetic peripheral angiopathy with gangrene,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.59,Other specified diabetes mellitus with other circulatory complications,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.610,Other specified diabetes mellitus with diabetic neuropathic arthropathy,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.618,Other specified diabetes mellitus with other diabetic arthropathy,ICD10CM,2019,2.16.840.1.113883.6.90,PT
2.16.840.1.113883.3.464.1003.103.12.1001,Diabetes,E13.620,Other specified diabetes mellitus with diabetic dermatitis,ICD10CM,2019,2.16.840.1.113883.6.90,PT
